frequency_hz,gain_db
10000000.0,10.262100425021286
10232930.0,10.262130221007377
10471290.0,10.262133514385244
10715190.0,10.262163613395515
10964780.0,10.26216722502862
11220180.0,10.2621976567666
11481540.0,10.26222826657551
11748980.0,10.262232411891755
12022640.0,10.262263403064749
12302690.0,10.26229459940205
12589250.0,10.262299359646544
12882500.0,10.262330993581415
13182570.0,10.262362861890747
13489630.0,10.262394976977088
13803840.0,10.262427348937731
14125380.0,10.262433340408226
14454400.0,10.262466263941558
14791080.0,10.262499483130398
15135610.0,10.26253301146915
15488170.0,10.262593513377263
15848930.0,10.26262770419854
16218100.0,10.262662251359876
16595870.0,10.262697169079223
16982440.0,10.262732477343166
17378010.0,10.26279483967664
17782790.0,10.26283098141979
18197010.0,10.262894219065732
18620870.0,10.262931274768178
19054610.0,10.262995469766699
19498450.0,10.263060177700211
19952620.0,10.26312542064927
20417380.0,10.263164581304203
20892960.0,10.263230975027767
21379620.0,10.26329798653951
21877620.0,10.263392290147246
22387210.0,10.263460621179515
22908680.0,10.263529661113573
23442290.0,10.26362608705738
23988330.0,10.263696642167679
24547090.0,10.2637946532644
25118860.0,10.263893516769434
25703960.0,10.263993267889528
26302680.0,10.2640939512494
26915350.0,10.264195607826856
27542290.0,10.264324931153501
28183830.0,10.264455319684442
28840320.0,10.264560187077503
29512090.0,10.264692868186723
30199520.0,10.264826774574868
30902950.0,10.264988605029169
31622780.0,10.265125140382281
32359370.0,10.265289720412508
33113110.0,10.265455771348035
33884420.0,10.265623365629125
34673690.0,10.26581921212016
35481340.0,10.265990107492676
36307810.0,10.266189409995546
37153520.0,10.266417194708698
38018940.0,10.266620283448201
38904510.0,10.266852032707723
39810720.0,10.267085907359387
40738030.0,10.267348629828422
41686940.0,10.267613678727525
42657950.0,10.267881157389237
43651580.0,10.268177814941728
44668360.0,10.268477133190112
45708820.0,10.268779237951229
46773510.0,10.269110889896067
47863010.0,10.269445598466916
48977880.0,10.269810122919221
50118720.0,10.27020460663821
51286140.0,10.2706025952623
52480750.0,10.271004238207908
53703180.0,10.27143632880923
54954090.0,10.271899046765318
56234130.0,10.272365948765126
57543990.0,10.272863856709913
58884370.0,10.273392954565107
60255960.0,10.273953457765277
61659500.0,10.274518985729738
63095730.0,10.275116361622597
64565420.0,10.275745827409079
66069340.0,10.276407641673371
67608300.0,10.277075450086336
69183100.0,10.277802739122805
70794580.0,10.278563179428307
72443600.0,10.279330477244663
74131020.0,10.28015813806155
75857760.0,10.28101987420804
77624710.0,10.281942616932847
79432820.0,10.282873550756694
81283050.0,10.283866226008593
83176380.0,10.284920926426883
85113800.0,10.285985071452169
87096360.0,10.287138575711198
89125090.0,10.288328898392168
91201080.0,10.289556475373347
93325430.0,10.290874751984278
95499260.0,10.29223127700025
97723720.0,10.293652974325408
100000000.0,10.295140534744348
102329300.0,10.296720785262101
104712900.0,10.298341405813611
107151900.0,10.300056096862672
109647800.0,10.30186530046121
112201800.0,10.303716700283642
114815400.0,10.305690401557515
117489800.0,10.307734265451971
120226400.0,10.309875433732715
123026900.0,10.31214091056643
125892500.0,10.314478813781932
128825000.0,10.316942524992228
131825700.0,10.319506703777328
134896300.0,10.32219855134028
138038400.0,10.325018829758159
141253800.0,10.327968465519353
144544000.0,10.331048418461414
147910800.0,10.334259682742683
151356100.0,10.337629508958466
154881700.0,10.341158914650153
158489300.0,10.34484895104888
162181000.0,10.348700703995544
165958700.0,10.352715126914848
169824400.0,10.356946149212966
173780100.0,10.361342116601772
177827900.0,10.365956793477483
181970100.0,10.370765077963593
186208700.0,10.375794446978981
190546100.0,10.381045929038645
194984500.0,10.386547158303955
199526200.0,10.392272981013837
204173800.0,10.398277016469333
208929600.0,10.404534335302145
213796200.0,10.411072349000833
218776200.0,10.417918402663787
223872100.0,10.425047199763569
229086800.0,10.432512540947291
234422900.0,10.44028912517662
239883300.0,10.448430149869548
245470900.0,10.456910744909953
251188600.0,10.465783681713866
257039600.0,10.475024057864529
263026800.0,10.484658554492306
269153500.0,10.49471369859608
275422900.0,10.505216112794603
281838300.0,10.516140234117056
288403200.0,10.527563956691877
295120900.0,10.539461464926728
301995200.0,10.55185855570318
309029500.0,10.564780507294758
316227800.0,10.578252921075146
323593700.0,10.592274474081144
331131100.0,10.606870349957463
338844200.0,10.622089598250835
346736900.0,10.637905338807512
354813400.0,10.654391853260073
363078100.0,10.671521430452355
371535200.0,10.689341538165616
380189400.0,10.707874205704769
389045100.0,10.72714032534612
398107200.0,10.74716062583069
407380300.0,10.767955325658928
416869400.0,10.789568575602164
426579500.0,10.811993804005386
436515800.0,10.835248421829121
446683600.0,10.859398760611576
457088200.0,10.884436327371452
467735100.0,10.910375167452596
478630100.0,10.937278821113999
489778800.0,10.965110424399722
501187200.0,10.993955051862713
512861400.0,11.023773923719599
524807500.0,11.054648876470637
537031800.0,11.086539534452482
549540900.0,11.11952310674275
562341300.0,11.153557971978065
575439900.0,11.1887178129301
588843700.0,11.22498111142911
602559600.0,11.262371743225039
616595000.0,11.300911817528343
630957300.0,11.340621669884303
645654200.0,11.381473843730559
660693400.0,11.42350785729576
676083000.0,11.466716356547916
691831000.0,11.511112522197886
707945800.0,11.556708754078977
724436000.0,11.60346924921129
741310200.0,11.651424880261345
758577600.0,11.700561142708048
776247100.0,11.750882361567342
794328200.0,11.802349150756282
812830500.0,11.854986217026424
831763800.0,11.908729340057874
851138000.0,11.963601610424702
870963600.0,12.019559400776064
891250900.0,12.076602216083323
912010800.0,12.134664985892227
933254300.0,12.193746511663546
954992600.0,12.25380337871141
977237200.0,12.314793174955135
1000000000.0,12.37667379480244
1023293000.0,12.439405347600069
1047129000.0,12.502967910301477
1071519000.0,12.567264330433272
1096478000.0,12.632278016255833
1122018000.0,12.697917431809099
1148154000.0,12.764171230814387
1174898000.0,12.830933866064303
1202264000.0,12.898181345646035
1230269000.0,12.965815675247597
1258925000.0,13.033782276708656
1288250000.0,13.102012016025926
1318257000.0,13.17044035199981
1348963000.0,13.238971220380336
1380384000.0,13.307551238613819
1412538000.0,13.376095681718418
1445440000.0,13.44452557125615
1479108000.0,13.51276949114106
1513561000.0,13.580725361300978
1548817000.0,13.648352592408038
1584893000.0,13.71554514210375
1621810000.0,13.782239411064003
1659587000.0,13.84832645299191
1698244000.0,13.913756829050975
1737801000.0,13.978452609586935
1778279000.0,14.042308227819575
1819701000.0,14.105276575605384
1862087000.0,14.167282379154427
1905461000.0,14.228223048256229
1949845000.0,14.288035792915197
1995262000.0,14.346680128447694
2041738000.0,14.40403727869753
2089296000.0,14.46007651042925
2137962000.0,14.514722144049108
2187762000.0,14.567918725202041
2238721000.0,14.619581883539144
2290868000.0,14.66966315984042
2344229000.0,14.718116271094035
2398833000.0,14.764880967718854
2454709000.0,14.809898639844267
2511886000.0,14.853111801276402
2570396000.0,14.894494810417033
2630268000.0,14.933974853143479
2691535000.0,14.97154086709681
2754229000.0,15.007118444257534
2818383000.0,15.040678041798792
2884032000.0,15.072187694043
2951209000.0,15.10161262039037
3019952000.0,15.12889967384256
3090295000.0,15.15403748972582
3162278000.0,15.176995176914756
3235937000.0,15.197737214595099
3311311000.0,15.216237973087436
3388442000.0,15.232466415087059
3467369000.0,15.24640069560667
3548134000.0,15.258026521767995
3630781000.0,15.267309416072397
3715352000.0,15.274236708318917
3801894000.0,15.278773569578473
3890451000.0,15.280921652945285
3981072000.0,15.280646198387833
4073803000.0,15.27794622774685
4168694000.0,15.272785705509136
4265795000.0,15.265175895989998
4365158000.0,15.255077629689229
4466836000.0,15.242498262777609
4570882000.0,15.227410197702318
4677351000.0,15.209802872357631
4786301000.0,15.189658493450056
4897788000.0,15.166990675398138
5011872000.0,15.141777957225962
5128614000.0,15.11401599300992
5248075000.0,15.083679197630593
5370318000.0,15.050787323583387
5495409000.0,15.015311113870567
5623413000.0,14.977268249927192
5754399000.0,14.936653294810396
5888437000.0,14.893441455654026
6025596000.0,14.847666874625967
6165950000.0,14.79931728181976
6309573000.0,14.748387410543181
6456542000.0,14.694906050938695
6606934000.0,14.638856023520418
6760830000.0,14.58025743493601
6918310000.0,14.519110425644095
7079458000.0,14.455453202637095
7244360000.0,14.38928117295358
7413102000.0,14.320626200314639
7585776000.0,14.249483588704946
7762471000.0,14.175905557768695
7943282000.0,14.09990082007094
8128305000.0,14.021500271707868
8317638000.0,13.940724872918363
8511380000.0,13.857623034900485
8709636000.0,13.772223571535452
8912509000.0,13.6845673326434
9120108000.0,13.594679378870598
9332543000.0,13.502613202010686
9549926000.0,13.408424749595213
9772372000.0,13.312135795019735
10000000000.0,13.21382534045092
