frequency_hz,gain_db
10000000.0,11.091341698948739
10232930.0,11.091429325756607
10471290.0,11.091518800476099
10715190.0,11.091610205655789
10964780.0,11.091727850903759
11220180.0,11.091823395791314
11481540.0,11.091945377469541
11748980.0,11.092045457756667
12022640.0,11.092172191891436
12302690.0,11.092301466183676
12589250.0,11.092433407036646
12882500.0,11.092568133427294
13182570.0,11.092730002729024
13489630.0,11.09287070679777
13803840.0,11.093038829774253
14125380.0,11.093210305021831
14454400.0,11.093385288159364
14791080.0,11.093563941047073
15135610.0,11.093746447197221
15488170.0,11.093957183499686
15848930.0,11.094172140462819
16218100.0,11.094391508762595
16595870.0,11.094615497554809
16982440.0,11.094868526523438
17378010.0,11.095126623995428
17782790.0,11.095390020202933
18197010.0,11.095658966520734
18620870.0,11.095957921664176
19054610.0,11.096262958422924
19498450.0,11.09657436018386
19952620.0,11.096916627777144
20417380.0,11.097265866144523
20892960.0,11.097622436327653
21379620.0,11.098010789139014
21877620.0,11.098407207728087
22387210.0,11.09883616625221
22908680.0,11.099273835200753
23442290.0,11.099744938290643
23988330.0,11.100225607219903
24547090.0,11.10071633678302
25118860.0,11.10126592410786
25703960.0,11.101802351840321
26302680.0,11.102398629289523
26915350.0,11.103007059394903
27542290.0,11.10362806654729
28183830.0,11.104310518179087
28840320.0,11.105006899286295
29512090.0,11.105741859741709
30199520.0,11.10649192816731
30902950.0,11.107306147590275
31622780.0,11.10813694778649
32359370.0,11.109009268610528
33113110.0,11.109923810373616
33884420.0,11.110881521899326
34673690.0,11.111907303821482
35481340.0,11.112953895730728
36307810.0,11.114046267407385
37153520.0,11.115209644699444
38018940.0,11.116420787886415
38904510.0,11.117681008221274
39810720.0,11.118991283272734
40738030.0,11.120376996527096
41686940.0,11.121839186812533
42657950.0,11.123355254949958
43651580.0,11.124950580362645
44668360.0,11.126602550733164
45708820.0,11.128336484914819
46773510.0,11.130154108310215
47863010.0,11.132080964615893
48977880.0,11.134070627434403
50118720.0,11.136148928303482
51286140.0,11.138341565398498
52480750.0,11.140626554473759
53703180.0,11.143005872481222
54954090.0,11.14550539482612
56234130.0,11.148127392805256
57543990.0,11.150873850761453
58884370.0,11.153723424361452
60255960.0,11.156726217376534
61659500.0,11.159860661526228
63095730.0,11.16315360635538
64565420.0,11.166583703704873
66069340.0,11.17017734555426
67608300.0,11.17391381697499
69183100.0,11.177843997205084
70794580.0,11.181946938674415
72443600.0,11.186249775559657
74131020.0,11.19073203624362
75857760.0,11.195420805758346
77624710.0,11.200343950541356
79432820.0,11.205481109371519
81283050.0,11.210836111230007
83176380.0,11.216436634848135
85113800.0,11.222310669764155
87096360.0,11.228438900585541
89125090.0,11.234825334383514
91201080.0,11.241521923541207
93325430.0,11.248509757686435
95499260.0,11.255817020753048
97723720.0,11.263448675941806
100000000.0,11.271410152782085
102329300.0,11.279753037106337
104712900.0,11.28843562646397
107151900.0,11.297510615162894
109647800.0,11.306983492155013
112201800.0,11.316883219864105
114815400.0,11.327215082143692
117489800.0,11.337985198017918
120226400.0,11.349246269592735
123026900.0,11.360980527240443
125892500.0,11.373217097263472
128825000.0,11.385985824668358
131825700.0,11.399292274398443
134896300.0,11.413188427211479
138038400.0,11.427658006110516
141253800.0,11.442729513651972
144544000.0,11.458454495983405
147910800.0,11.474816727734156
151356100.0,11.491866996191824
154881700.0,11.509633409638433
158489300.0,11.528122195019712
162181000.0,11.547360177785768
165958700.0,11.567375258515682
169824400.0,11.588217347699333
173780100.0,11.609867415821997
177827900.0,11.632396804261244
181970100.0,11.655808993096787
186208700.0,11.680128771735504
190546100.0,11.70538036984863
194984500.0,11.731631070076745
199526200.0,11.758860407936758
204173800.0,11.787111796548668
208929600.0,11.816425791202867
213796200.0,11.846828953001555
218776200.0,11.87833263899453
223872100.0,11.910980094770025
229086800.0,11.944780202606326
234422900.0,11.979800901635542
239883300.0,12.016006591580606
245470900.0,12.053477541811137
251188600.0,12.092210700624452
257039600.0,12.13223352911979
263026800.0,12.173574705781089
